severity,classification,module,pattern,file,line,code
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/__init__.py,39,"query_api_mpro_local,"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/__init__.py,71,# Adapters (APIs locales MPRO)
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/__init__.py,72,"'APIS_MPRO_LOCALES',"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/__init__.py,73,"'query_api_mpro_local',"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/adapters.py,25,Adaptadores para integración con APIs locales MPRO.
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/adapters.py,57,# CONFIGURACIÓN APIs LOCALES MPRO (FALLBACK LEGACY - SOLO SI EmpresaResolver FALLA)
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/adapters.py,62,APIS_MPRO_LOCALES_LEGACY = {
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/adapters.py,65,"""url"": os.environ.get(""API_MPRO_ORIGEN_URL"", ""http://54.39.104.176:8000/query""),"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/adapters.py,66,"""api_key"": os.environ.get(""API_MPRO_KEY"", ""EDARSA_2026_SECURE_KEY""),"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/adapters.py,73,"""url"": os.environ.get(""API_MPRO_QRO_URL"", ""http://54.39.104.176:8001/query""),"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/adapters.py,74,"""api_key"": os.environ.get(""API_MPRO_KEY"", ""EDARSA_2026_SECURE_KEY""),"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/adapters.py,82,APIS_MPRO_LOCALES = APIS_MPRO_LOCALES_LEGACY
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/adapters.py,150,"api_config[""url""] = os.environ.get(""API_MPRO_ORIGEN_URL"", ""http://54.39.104.176:8000/query"")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/adapters.py,152,"api_config[""url""] = os.environ.get(""API_MPRO_QRO_URL"", ""http://54.39.104.176:8001/query"")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/adapters.py,157,"api_config[""api_key""] = os.environ.get(""API_MPRO_KEY"", ""EDARSA_2026_SECURE_KEY"")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/adapters.py,168,"def query_api_mpro_local(api_config: dict, sql_query: str, timeout: int = 3) -> dict:"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/adapters.py,180,"print(f""*** query_api_mpro_local: Iniciando query a {api_config.get('nombre', 'N/A')} ***"")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/adapters.py,181,"print(f""*** query_api_mpro_local: URL = {api_config.get('url', 'N/A')} ***"")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/adapters.py,182,"print(f""*** query_api_mpro_local: activo = {api_config.get('activo', 'N/A')} ***"")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/adapters.py,185,"print(""*** query_api_mpro_local: API desactivada, omitiendo ***"")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/adapters.py,189,"print(""*** query_api_mpro_local: URL no configurada, omitiendo ***"")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/adapters.py,196,"print(""*** query_api_mpro_local: Enviando request... ***"")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/adapters.py,204,"print(f""*** query_api_mpro_local: Response status = {response.status_code} ***"")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/adapters.py,212,"print(f""*** query_api_mpro_local: Response body = {response.text[:200]} ***"")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/adapters.py,228,Obtiene las ventas del día actual desde una API MPRO local.
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/adapters.py,267,"result = query_api_mpro_local(api_config, sql_ventas_hoy)"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/adapters.py,406,# ========== FALLBACK LEGACY: Buscar en APIS_MPRO_LOCALES_LEGACY ==========
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/adapters.py,408,"print(""*** API Local: Intentando fallback legacy (APIS_MPRO_LOCALES_LEGACY) ***"")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/adapters.py,437,"for api_id, api_cfg in APIS_MPRO_LOCALES_LEGACY.items():"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/adapters.py,475,"'APIS_MPRO_LOCALES',"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/adapters.py,476,"'query_api_mpro_local',"
MEDIA,REVISAR_POSIBLE_LIVE,Comercial,execute_sql_query,/app/backend/modules/comercial/alertas_margen_repository.py,108,"count_result = execute_sql_query(*conn, count_query)"
MEDIA,REVISAR_POSIBLE_LIVE,Comercial,execute_sql_query,/app/backend/modules/comercial/alertas_margen_repository.py,148,"rows = execute_sql_query(*conn, data_query) or []"
MEDIA,REVISAR_POSIBLE_LIVE,Comercial,execute_sql_query,/app/backend/modules/comercial/alertas_margen_repository.py,225,"rows = execute_sql_query(*conn, query)"
MEDIA,REVISAR_POSIBLE_LIVE,Comercial,execute_sql_query,/app/backend/modules/comercial/alertas_margen_repository.py,317,"result = execute_sql_query(*conn, query)"
MEDIA,REVISAR_POSIBLE_LIVE,Comercial,execute_sql_query,/app/backend/modules/comercial/alertas_margen_repository.py,421,"execute_sql_query(*conn, query)"
MEDIA,REVISAR_POSIBLE_LIVE,Comercial,execute_sql_query,/app/backend/modules/comercial/alertas_margen_repository.py,486,"execute_sql_query(*conn, query)"
MEDIA,REVISAR_POSIBLE_LIVE,Comercial,execute_sql_query,/app/backend/modules/comercial/alertas_margen_repository.py,518,"execute_sql_query(*conn, query)"
MEDIA,REVISAR_POSIBLE_LIVE,Comercial,execute_sql_query,/app/backend/modules/comercial/alertas_margen_repository.py,618,"rows = execute_sql_query(*conn, query)"
MEDIA,REVISAR_POSIBLE_LIVE,Comercial,execute_sql_query,/app/backend/modules/comercial/alertas_margen_repository.py,675,"rows = execute_sql_query(*conn, query) or []"
MEDIA,REVISAR_POSIBLE_LIVE,Comercial,execute_sql_query,/app/backend/modules/comercial/alertas_margen_repository.py,752,"rows = execute_sql_query(*conn, query)"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/cache_service.py,14,entre SoftRestaurant y MPRO.
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/cache_service.py,89,SoftRestaurant y MPRO. Esto garantiza que:
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/cache_service.py,90,- SoftRestaurant NO comparta caché con MPRO
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/cache_service.py,91,- MPRO NO comparta caché con SoftRestaurant
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/cache_service.py,92,"- Variantes de system_type (MPRO, ManagmentPro, etc.) se normalicen"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/inteligencia_comercial_routes.py,51,"NO conecta a SoftRestaurant, MPRO, MongoDB ni sistemas externos."
MEDIA,REVISAR_POSIBLE_LIVE,Comercial,pytds.connect,/app/backend/modules/comercial/inteligencia_comercial_routes.py,62,return pytds.connect(
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/__init__.py,17,- softrestaurant.py: Queries base para servidores SoftRestaurant
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/__init__.py,18,- mpro.py: Queries base para servidores MPRO
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/__init__.py,22,- VENTAS_TOTAL: query_ventas_periodo_sr/mpro
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/__init__.py,25,- CORTES_TURNOS: query_ventas_sin_corte_sr/mpro
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/__init__.py,44,# Bloque 2: Query base de ventas SoftRestaurant
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/__init__.py,45,from .softrestaurant import (
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/__init__.py,50,# Bloque 3: Query base de ventas MPRO
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/__init__.py,51,from .mpro import (
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/__init__.py,52,"query_ventas_periodo_mpro,"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/__init__.py,53,"VentasPeriodoResult as VentasPeriodoResultMPRO,"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/__init__.py,69,"__phase__ = ""BLOQUE_3_VENTAS_MPRO"""
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,2,EDARSA HUB - Queries Base para MPRO (ManagementPro)
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,6,Centralizar las queries SQL homologadas para servidores MPRO.
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,9,TABLAS PRINCIPALES MPRO:
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,18,"- query_ventas_periodo_mpro: Ventas totales, PAX, cheques para un período"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,19,- query_ventas_sin_corte_mpro: Ventas del día sin cierre
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,20,- query_ventas_por_sucursal_mpro: Ventas desglosadas por sucursal
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,30,DIFERENCIAS CON SOFTRESTAURANT:
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,56,from core.system_type_utils import is_mpro_system
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,61,# Importar EmpresaResolver para resolución canónica de sucursales MPRO
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,71,"logging.warning(f""[MPRO] EmpresaResolver no disponible: {e}. Usando fallback."")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,79,# Tablas conocidas de MPRO para validación
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,80,MPRO_KNOWN_TABLES = [
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,92,"MODULE_NAME = ""COMERCIAL_QUERIES_MPRO"""
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,96,# RESULTADO HOMOLOGADO (igual que SoftRestaurant para consistencia)
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,103,Estructura idéntica a softrestaurant.py para consistencia.
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,117,def query_ventas_periodo_mpro(
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,124,Query base ÚNICA de ventas para MPRO.
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,134,DIFERENCIAS VS SOFTRESTAURANT:
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,160,if not is_mpro_system(system_type):
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,163,"error=f""Server {server.get('name')} no es MPRO (es {system_type})"""
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,176,"fi = _format_fecha_mpro(fecha_ini, es_fin=False)"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,177,"ff = _format_fecha_mpro(fecha_fin, es_fin=True)"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,180,"filtro_suc = _build_sucursal_filter_mpro(sucursal_id, alias=""VE"")"
MEDIA,REVISAR_POSIBLE_LIVE,Comercial,execute_sql_query,/app/backend/modules/comercial/queries/mpro.py,199,result = execute_sql_query(
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,237,"logging.warning(f""[{MODULE_NAME}] Error en query_ventas_periodo_mpro para {server.get('name')}: {e}"")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,248,def query_ventas_periodo_mpro_con_filtro_flexible(
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,256,Query de ventas MPRO con filtro flexible de sucursal.
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,261,A diferencia de query_ventas_periodo_mpro():
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,293,if not is_mpro_system(system_type):
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,296,"error=f""Server {server.get('name')} no es MPRO (es {system_type})"""
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,309,"fi = _format_fecha_mpro(fecha_ini, es_fin=False)"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,310,"ff = _format_fecha_mpro(fecha_fin, es_fin=True)"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,332,codigo_sucursal_resuelto = _resolver_codigo_sucursal_mpro(sucursal)
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,338,"logging.info(f""[MPRO] Filtro resuelto por EmpresaResolver: '{sucursal}' -> '{codigo_sucursal_resuelto}'"")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,352,"logging.warning(f""[MPRO] Filtro LIKE legacy para '{sucursal}' - considerar agregar alias a EmpresaResolver"")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,379,"print(f""*** [MPRO Query] Ejecutando query para {server.get('name')} sucursal={sucursal} ***"")"
MEDIA,REVISAR_POSIBLE_LIVE,Comercial,execute_sql_query,/app/backend/modules/comercial/queries/mpro.py,380,result = execute_sql_query(
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,389,"print(f""*** [MPRO Query] Resultado: {result[:1] if result else 'None/Empty'} ***"")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,396,"print(f""*** [MPRO Query] Ventas={ventas:,.2f}, PAX={pax}, Cheques={cheques} ***"")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,398,# Lógica de estimación PAX (igual que query_ventas_periodo_mpro)
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,403,"logging.info(f""[{MODULE_NAME}] query_ventas_periodo_mpro_con_filtro_flexible: """
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,416,"logging.info(f""[{MODULE_NAME}] query_ventas_periodo_mpro_con_filtro_flexible: """
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,427,"logging.warning(f""[{MODULE_NAME}] Error en query_ventas_periodo_mpro_con_filtro_flexible """
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,439,"def _format_fecha_mpro(fecha_iso: str, es_fin: bool = False) -> str:"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,441,Convierte fecha ISO (YYYY-MM-DD) a formato SQL con hora para MPRO.
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,457,"def _build_sucursal_filter_mpro(sucursal_id: Optional[str], alias: str = ""VE"") -> str:"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,459,Construye filtro SQL para sucursal en MPRO.
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,473,def _resolver_codigo_sucursal_mpro(sucursal: str) -> Optional[str]:
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,475,FASE 5C HELPER: Resuelve un alias/nombre de sucursal a CodigoSucursalSistema MPRO.
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,512,"logging.debug(f""[MPRO] _resolver_codigo_sucursal_mpro: '{sucursal}' -> EmpresaID={empresa.empresa_id}"")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,518,"logging.info(f""[MPRO] _resolver_codigo_sucursal_mpro: EmpresaID={empresa.empresa_id} -> CodigoSucursal={connection.codigo_sucursal_sistema}"")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,524,"logging.info(f""[MPRO] _resolver_codigo_sucursal_mpro: EmpresaID={empresa.empresa_id} -> CodigoSucursal={connection_api.codigo_sucursal_sistema} (via API_LOCAL)"")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,528,"logging.warning(f""[MPRO] Error en _resolver_codigo_sucursal_mpro para '{sucursal}': {e}"")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,547,"logging.warning(f""[MPRO] _resolver_codigo_sucursal_mpro: Usando fallback hardcodeado para '{sucursal}' -> '{codigo}'"")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,553,def _build_sucursal_filter_mpro_flexible(
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,559,Construye filtro SQL flexible para sucursal en MPRO.
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,561,FASE 5C: Usa _resolver_codigo_sucursal_mpro() para resolución canónica.
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,576,codigo_resuelto = _resolver_codigo_sucursal_mpro(sucursal)
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,609,def query_ventas_por_sucursal_mpro(
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,615,Query base de ventas AGRUPADAS POR SUCURSAL para MPRO.
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,620,DIFERENCIA CON query_ventas_periodo_mpro():
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,651,if not is_mpro_system(system_type):
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,654,"error=f""Server {server.get('name')} no es MPRO (es {system_type})"""
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,667,"fi = _format_fecha_mpro(fecha_ini, es_fin=False)"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,668,"ff = _format_fecha_mpro(fecha_fin, es_fin=True)"
MEDIA,REVISAR_POSIBLE_LIVE,Comercial,execute_sql_query,/app/backend/modules/comercial/queries/mpro.py,690,result = execute_sql_query(
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,710,"logging.info(f""[{MODULE_NAME}] query_ventas_por_sucursal_mpro: {len(sucursales)} sucursales para {server.get('name')}"")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,718,"logging.info(f""[{MODULE_NAME}] query_ventas_por_sucursal_mpro: Sin sucursales con ventas para {server.get('name')}"")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/mpro.py,726,"logging.warning(f""[{MODULE_NAME}] Error en query_ventas_por_sucursal_mpro para {server.get('name')}: {e}"")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/softrestaurant.py,2,EDARSA HUB - Queries Base para SoftRestaurant
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/softrestaurant.py,6,Centralizar las queries SQL homologadas para servidores SoftRestaurant.
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/softrestaurant.py,9,TABLAS PRINCIPALES SOFTRESTAURANT:
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/softrestaurant.py,50,from core.system_type_utils import is_softrestaurant_system
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/softrestaurant.py,56,# Tablas conocidas de SoftRestaurant para validación
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/softrestaurant.py,104,Query base ÚNICA de ventas para SoftRestaurant.
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/softrestaurant.py,136,if not is_softrestaurant_system(system_type):
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/softrestaurant.py,139,"error=f""Server {server.get('name')} no es SoftRestaurant (es {system_type})"""
MEDIA,REVISAR_POSIBLE_LIVE,Comercial,execute_sql_query,/app/backend/modules/comercial/queries/softrestaurant.py,181,result = execute_sql_query(
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/softrestaurant.py,222,Convierte fecha ISO (YYYY-MM-DD) a formato SoftRestaurant (YYYYMMDD).
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/softrestaurant.py,235,Construye filtro SQL para sucursal en SoftRestaurant.
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/softrestaurant.py,239,- La columna idestacion puede no existir en algunas versiones de SoftRestaurant.
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/queries/softrestaurant.py,263,"# La columna idestacion en SoftRestaurant tiene IDs como '130GRADOSCAJA', no nombres"
MEDIA,REVISAR_POSIBLE_LIVE,Comercial,direct host ddns,/app/backend/modules/comercial/queries/softrestaurant.py,264,"nombres_ignorar = ('cienfuegos', 'la estelar', 'estelar', 'origen', 'queretaro', 'merida', '130 mid', '130mid')"
MEDIA,REVISAR_POSIBLE_LIVE,Comercial,execute_sql_query,/app/backend/modules/comercial/repository.py,156,results = execute_sql_query(
MEDIA,REVISAR_POSIBLE_LIVE,Comercial,execute_sql_query,/app/backend/modules/comercial/repository.py,186,results = execute_sql_query(
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/repository.py,292,# Construir condición para sucursal_origen_id (puede ser NULL para SoftRestaurant)
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/repository.py,296,"# Para SoftRestaurant sin código, buscar por server_id con sucursal_origen_id NULL"
MEDIA,REVISAR_POSIBLE_LIVE,Comercial,execute_sql_query,/app/backend/modules/comercial/repository.py,306,results = execute_sql_query(
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/repository.py,361,# QUERIES SQL - VENTAS MPRO
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/repository.py,364,"def query_ventas_mpro(server: Dict, mes: int, anio: int, sucursal_id: str = None) -> List[Dict]:"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/repository.py,366,Obtiene ventas de MPRO para un mes/año específico.
MEDIA,REVISAR_POSIBLE_LIVE,Comercial,execute_sql_query,/app/backend/modules/comercial/repository.py,384,return execute_sql_query(
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/repository.py,390,"def query_ventas_softrestaurant(server: Dict, mes: int, anio: int) -> List[Dict]:"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/repository.py,392,Obtiene ventas de SoftRestaurant para un mes/año específico.
MEDIA,REVISAR_POSIBLE_LIVE,Comercial,execute_sql_query,/app/backend/modules/comercial/repository.py,413,return execute_sql_query(
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/repository.py,423,"def query_ticket_perfecto_mpro(server: Dict, mes: int, anio: int, sucursal_id: str = None) -> List[Dict]:"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/repository.py,425,Obtiene datos de ticket perfecto para MPRO.
MEDIA,REVISAR_POSIBLE_LIVE,Comercial,execute_sql_query,/app/backend/modules/comercial/repository.py,448,return execute_sql_query(
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/repository.py,752,"'query_ventas_mpro',"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/repository.py,753,"'query_ventas_softrestaurant',"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/repository.py,755,"'query_ticket_perfecto_mpro',"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/routes.py,27,- ✅ Adapters (APIs locales MPRO) migrados a adapters.py
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/routes.py,40,- APIS_MPRO_LOCALES (configuración)
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/routes.py,41,- query_api_mpro_local()
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/routes.py,113,from modules.comercial.queries.softrestaurant import query_ventas_periodo_sr
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/routes.py,114,# BLOQUE 5.2: Import de query MPRO centralizada con filtro flexible
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/routes.py,115,from modules.comercial.queries.mpro import query_ventas_periodo_mpro_con_filtro_flexible
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/routes.py,159,"is_mpro_system,"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/routes.py,160,"is_softrestaurant_system,"
MEDIA,REVISAR_POSIBLE_LIVE,Comercial,execute_sql_query,/app/backend/modules/comercial/routes.py,457,result = execute_sql_query(
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/routes.py,881,if is_softrestaurant_system(server.get('system_type')):
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/routes.py,994,"logging.warning(f""[BLINDAJE] Error SoftRestaurant {server['name']}: {sr_error}"")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/routes.py,1386,elif is_mpro_system(server.get('system_type')):
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/routes.py,1388,# FASE P0.5 MPRO: Ventas del Día lee EDARSAHUB SQL (NO API_LOCAL)
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/routes.py,1390,"logging.info(f""Procesando servidor MPRO: {server['name']}"")"
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/routes.py,1393,# MPRO Ventas del Día: Leer de EDARSAHUB SQL (NO API_LOCAL)
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/routes.py,1401,unidad_codigo_mpro = 'ORIGEN'
MEDIA,REVISAR,Comercial,remote POS names,/app/backend/modules/comercial/routes.py,1403,unidad_codigo_mpro = '130QRO'
